Id,Price
725,165911.64648322444
15856,188185.99111323486
5480,264103.5965934882
15664,347150.52773943974
14275,146058.46843264735
7633,196483.22535512305
13329,174885.22568041098
5502,229148.27617359653
4220,283414.1841247109
11538,211535.76644711915
15975,276075.6444791983
3310,220679.36629392896
9286,154619.44994207798
11260,187506.02170468587
5214,107075.1460669907
11307,191447.81615032992
13543,384289.89129633934
615,190653.21379283708
3495,221679.9257520855
2321,231619.90840606936
12046,186978.44093460208
16688,142582.47434320697
12694,233600.39437487035
783,149818.3263842332
8968,165136.25362218008
13454,179514.85079947926
12190,245335.18405663435
11160,115780.95030184025
10291,196103.15584789313
891,277399.12542412704
2982,183529.5009801812
3818,235809.72285676445
2449,194857.59169223602
8317,166831.44287252956
4922,193712.8978799395
1257,237301.74368937296
9348,199576.81969204263
4176,190494.5444267048
10704,174400.95788625636
6624,120380.39398938399
5428,206172.62178310947
12749,175987.24456874919
8994,206393.1952234614
11513,147963.86945848665
3047,183763.3003638895
9519,196828.28064996627
12309,225452.5685017858
14081,281732.0440716936
8334,255114.9439476872
6343,188891.53741070707
14788,126376.66437804572
15748,452325.343455738
153,246601.74169825966
14149,197114.94697709638
269,189889.80139907607
5452,148337.68680834633
721,168802.04921537646
5079,351629.91255492193
2831,110986.84406126422
10614,112287.04963640498
10131,256688.54536449807
9996,277714.8263392663
3061,186471.0418109412
11733,332380.6673233274
3726,280127.02498541964
10929,213052.56663752915
9011,412692.2189395114
16182,312053.91032387986
4976,180967.03460336587
9897,246995.40405738368
1872,154206.36362512317
9205,276344.3221569617
5403,396000.4778186537
14074,195223.9771752743
6268,149571.023072884
14232,168025.0944962669
8532,235214.07874756894
7034,278771.78956892324
6553,518421.5211764492
3133,180853.21851607374
8596,199585.6685401517
12389,255381.8691223266
14462,179562.60043189305
8860,336988.8543161135
8377,263525.5514099201
6367,275474.31115250813
6917,262174.7825302255
4216,184148.76066105897
5806,173443.3388288532
5438,182234.08799586064
6632,199000.74888851165
2650,157440.1215709672
5396,188835.27719420212
4044,147305.38378208075
1345,231458.88259985586
856,196057.7637641186
12791,258507.41643322015
12499,216610.36890049744
12249,127053.89910673496
14641,142800.4585266262
1919,158298.45348216736
7848,198084.086337455
10749,189228.52504371115
15554,190109.48578826286
15834,144602.29918933334
1355,161589.2858058085
15451,181222.98182861053
12401,201581.89329269365
10290,172111.6233943852
9462,113324.01357547734
3103,256658.07303305605
3420,125683.89431857332
12262,240699.3866170167
5032,149814.4085184996
8949,305457.95741530275
15567,226457.7865821394
16389,168026.4456455219
7809,89855.1419896385
8990,154802.47372661653
16089,253463.7643006899
12743,96385.4061058912
5132,120336.06701562084
1619,298277.104872917
2428,88356.16495737877
16741,158503.94477971556
13193,210454.84731975067
12588,513313.8128716848
5067,178517.41889835094
14685,124352.89815827667
2292,166740.451806237
5746,122578.15803894347
12578,156123.94693212354
14834,160363.81955700717
2147,183164.1265108037
8222,128142.17684647924
10419,270865.5013027794
11492,207259.42336167826
3006,204374.99509692268
8761,201785.78411185893
15371,342705.48831590445
16367,160411.426599563
6317,267015.66511729057
10878,258748.24456322656
3895,146420.0773766616
8041,225046.82411092147
13428,479089.20590827876
14669,166072.39051596244
1006,177682.6258167566
12271,178231.19097983127
3764,425797.6800025763
7675,181666.92217051738
11709,278817.35307209805
8629,159510.2706718749
1105,255077.1946583878
6096,185355.06346808097
11727,212082.85453525474
5157,175572.53896763345
3679,152578.2107492255
1755,144374.99957823678
7391,170240.86560848064
7425,102832.73786069125
6882,374191.8890360424
10752,363174.0494227985
7472,191371.46577672864
14320,104943.89297592535
9596,163421.6934261148
5317,213743.23916566
7378,89279.1791108784
16154,182800.33810244035
3464,209148.76239550035
4197,242714.63438665125
9477,109907.27786066548
12705,197717.30013222803
16426,201296.73443738327
1481,70085.72348375776
9946,251024.89982907078
12025,211772.36247540734
5341,239105.58891576264
9923,288285.49617597944
7953,299636.22458177054
11066,252440.88916071027
5037,173896.34073907102
2509,188975.4189193202
4937,370481.57021289796
12089,385194.28224369214
4964,177752.3506702673
16500,265744.7405754952
4625,146601.64767828284
2363,404070.6461283099
8148,184148.11454615885
3804,184448.22796328287
4584,155393.51660747704
10694,114059.85457508233
2691,183577.22900990673
2983,229493.8329029151
13563,392825.1352114494
10747,217163.36106379016
1721,210018.22475998348
2789,296083.9733834164
7214,245827.9172699694
8659,238016.0758696449
5107,317700.1371613784
3843,241070.77866019253
14610,408684.8863277414
15505,160190.31606892627
5060,270083.06343287806
16055,265790.2954600185
14963,217070.38269464308
4118,140722.577641684
1672,207115.0112144364
3209,167057.7578030395
16515,144816.8104891796
973,174300.8991514097
12529,181425.4714128187
5896,117733.86433329694
5450,324989.50215903757
3249,168616.76175744552
8911,172065.31238461816
5898,187579.86876538547
1024,175514.4533599525
4766,205407.10839594822
15804,186621.41640862782
14303,212655.8751180433
10707,191922.57636188553
6605,199329.35009940423
1138,480285.8662934149
14088,431924.70810034266
9154,182135.2682400717
8190,198038.13823019408
398,296024.45357874176
13302,221615.81357582787
9696,163722.384531028
16786,121850.8716032947
16230,226743.48721413306
6552,182492.84995220244
923,219541.06540346306
9602,329713.8922323921
5857,266864.2577557926
8120,172073.38166404382
7134,183850.59420593778
11726,166929.92606398306
8069,117781.1972766983
12420,165014.17165895077
8604,199910.1176054544
4854,288010.08953819633
12212,183820.4354924458
12099,324411.35475858225
3882,411188.78491604107
6995,356783.57498290867
10172,217621.58478412416
11672,298090.7418751754
12897,275797.94681765814
16097,187811.6393835013
6779,295144.641790003
11199,181698.45383013706
10816,412189.2237206126
143,393544.02964710066
5399,266138.427142443
3286,148246.25072761907
13706,184452.27464898795
1935,385586.7343556295
16000,206515.9212334278
2860,188500.86970414143
11407,184417.27897553082
16378,288130.88598311815
12278,181659.21253970027
3842,180809.8600356049
2692,330839.67856477544
7699,196967.7702547143
6825,296520.72472751135
7268,332410.58004359907
1477,395995.72936513834
9887,187497.11805299812
9436,188565.16651742888
3179,228284.73640348425
1350,437827.67354429996
10643,211187.95949238513
5793,253723.80990863382
11494,418624.57310109737
4206,181775.38985711132
12419,238681.41026236082
8530,223231.82533402118
5985,117295.16198630506
8908,191696.53695623088
256,117959.55443936748
7234,174045.90153555517
5648,217181.26671018015
3014,218111.25890974313
2184,188358.061050107
9189,257904.5516999272
14884,191712.6731422599
10333,178369.38074214107
15896,140180.31534095376
13269,137360.96705963154
8603,240921.61523364254
15087,182098.99082555174
4344,209861.91783124732
7981,71093.24358022056
10908,220410.97781967575
6190,156092.3085877621
11742,201872.65082207587
9224,147122.8535223927
14667,214470.35301342205
458,185869.68260469954
2464,336252.37692043674
12320,246123.52158690564
278,195917.43843608545
2912,221890.9821362636
6698,215631.60612177118
4510,109079.2765170903
4183,174849.20807858277
5551,242886.97840689708
12187,188215.98177064647
7948,224793.30769753564
10808,193197.28675555202
12432,170690.8199465059
5356,193082.97575654514
8984,491511.1275739214
9203,184891.79351648706
15412,81559.86030992935
12041,130642.942550797
7644,230968.05704685432
7071,187586.6946936436
10685,171357.1664737533
6763,308476.90348181856
940,141992.92546037943
14959,190208.04988556658
1338,159171.51642155813
5351,140651.26698354995
6524,195058.59003047593
12516,152509.42574804756
3288,256392.57116936776
3146,231608.56597656873
3954,177366.27117198336
11955,178162.23083419574
1211,219277.70398018506
15668,213114.30711697473
1320,79249.3375935513
9108,172569.76467516948
16482,249954.8446004943
5017,140008.80009705434
8290,188950.71996225524
4304,414317.5237673406
1930,224023.77899491432
12530,168814.27012823656
11295,355906.9401499946
3002,154552.44206906075
15483,171398.53663252777
11525,195740.31251235987
13978,121623.81253795071
4885,184251.76786765564
8325,176722.59326287714
3630,129654.58208909046
9165,160044.34650216473
13945,234000.23787908713
10663,195747.61389015272
14803,179282.5319951201
7621,166669.51582738655
8205,233328.48819209373
10387,211208.14824631487
5457,152969.33400231332
10234,361305.4082592734
6251,179098.86011770702
701,269918.92705588945
7930,186050.67635975766
15028,136057.73069913225
12172,73573.18458975403
5805,175585.66859681948
7411,271478.2589653027
14806,185439.46173111774
7890,167597.038181505
10440,163197.57627050453
14926,160353.5222209978
5381,146326.72873320107
3800,405031.1954661294
10511,218170.31030551877
9324,226835.23485858974
3313,223770.60542420094
7351,145426.15079434452
8459,192274.48736926448
9957,125683.49980607294
12024,149898.89445311207
4380,230946.42655482545
5042,138806.31533987104
13289,150081.9707694478
13407,357634.18752496334
13258,147955.35619006294
15993,282671.01491618674
12525,175957.08791834605
4062,216218.95761052932
12065,280663.7324154753
8227,177520.8118835198
11333,173415.113613947
2867,133957.512428399
3319,257054.28623875335
3523,352646.51736701734
7055,208693.5671838486
14930,179541.19782729936
3444,130340.07605880537
2940,358736.731251797
6935,394987.86147222645
16116,426086.0288745598
13370,257038.95217560255
6103,226388.35562477948
7446,189430.4999299346
1859,173368.4117550539
4079,177693.71798273313
3228,159862.24929322652
9665,169637.8470673198
15957,397005.006352394
11533,169189.06786143023
2314,123955.03917437198
4096,198527.0989835865
13437,170039.24581563362
5980,226904.93463421144
2008,179554.51859784703
6754,188796.52281356987
4129,160058.43849682916
14557,291459.4566953628
7096,293708.9374905231
14297,259004.12647050584
3967,203266.1959097106
16485,112871.94039334843
13075,341195.41154860525
14289,185896.85494853888
10988,162834.7146874729
3230,156643.70086386005
13250,166955.19870213908
2559,182168.1776914664
7739,353200.24129477737
7213,164479.16075834268
6639,200861.4531442309
3164,277471.43392923934
15207,173550.8291054492
5113,182704.66204521124
3929,129989.15685222685
14493,239573.07739850492
11110,184545.399829682
2033,200511.17213988784
16057,207927.16568853465
16709,238246.02116687928
14313,161814.2356821249
1028,286468.53417501936
7187,106284.59136708826
3738,341839.3521153499
9869,311888.07302988553
12644,196420.21051471893
3686,119080.96145345668
9196,270001.57092543563
12326,206549.44143766141
4936,220774.6869156524
13314,174053.07656604846
9857,313893.5944390135
519,204109.55190603118
8410,166589.17062602527
1720,179218.6251809561
10341,237036.9067586686
14415,190157.00854314814
10613,262043.9383688448
8027,221334.208243605
15539,270376.6131813102
7431,271507.10061245883
1370,130006.71794589196
12708,153496.54349484696
2250,206385.4499397926
14758,145738.62048807673
8525,378504.4606410283
1538,271631.79017209815
1142,133424.8974701537
1152,237217.555949062
9802,186695.31863953176
3331,336524.135721153
15203,185372.0457553365
4247,172433.3013229823
1976,413235.9757862653
2346,180720.89222993207
10078,257417.55224853844
1938,209191.86498316246
7819,171846.09833311918
2168,248297.6603555964
15634,249037.0349778112
8465,251844.07183454875
9313,167094.65382797137
6539,136031.91798578904
6325,103488.7481421575
13442,255089.0452921537
9967,197151.05094544034
7893,205286.4055668018
2861,195498.74950368033
11031,299668.9230892092
15073,128277.09942570567
13837,162935.4279523356
2524,242176.67032497175
8617,215387.88178773315
13513,187462.61588045745
3081,330930.8546585899
10675,407767.91893849015
1907,89672.41297826769
4872,238551.92119404487
16274,434172.95187177206
11837,236376.4352859785
16577,216896.0901113063
5231,302424.78375430393
11315,245855.89254845653
273,211049.63091204126
8363,213825.09642883213
4255,198376.3023536353
16330,241950.7640201922
11528,175721.65854837143
14799,285703.53807105386
1611,244036.9185373288
9234,173646.79361294664
1633,108328.21392908588
6791,192261.6564012501
11567,496299.62095667503
3070,242442.0998803802
12094,246544.15353598847
14335,307943.88527328725
137,168916.01466736093
7182,159810.56394276218
11718,185184.85270558175
5194,98523.36810608843
97,355903.5123490526
5118,424110.3017636287
13920,262341.0913087459
9952,196416.83617949495
15337,194521.5160823065
10243,216681.5274264351
4048,426634.0257067129
171,173656.19906535183
11378,168899.1326957977
14190,171326.92424357534
15265,148304.98325755642
2740,144790.0782447542
5573,267572.3852409224
4481,186306.2051785088
2631,151181.36738091698
4984,260336.32566926815
16466,182215.1460221282
16716,118028.56426821332
15325,186446.77833529466
10115,179703.8452631222
117,494491.42933928355
5476,106457.89653725059
11757,184008.02026995952
12359,121315.69726313865
15546,176193.83782517447
8133,150283.93938410876
9018,344043.1714553267
2075,172467.95402099556
11170,293791.83477998426
15733,213446.20638482817
9280,135392.78232144847
10734,352685.6134479453
14071,160979.24218127166
7373,192760.18721771575
14736,176451.13094438746
3458,117010.1055208654
6183,162435.38488273515
7825,218091.11155272485
16775,181470.44541085855
5717,189783.52710117947
12397,140533.29971218604
8189,507870.6862330897
4423,225925.51903105472
3994,154838.35973530306
10342,196196.43433209637
10051,184768.34436176863
9453,145572.92303784977
12593,506163.192690574
1274,88658.19971279165
6933,400723.4580824163
1761,155909.9871049098
7157,326224.32698976813
15169,139261.6310994326
6792,327947.45842618204
13830,184100.55564419352
7240,197721.5288554237
3051,239632.79165883758
6550,114318.24038623141
4603,190654.20742222518
5729,161284.73259979972
13473,327660.63258955657
15104,158697.82471581447
6599,386878.4609319406
2216,248577.59712416254
8721,311152.92032081465
3645,195176.24244579318
8664,214107.97998440953
11001,191751.695561581
753,161737.93077254752
8129,230813.45935764114
15235,179938.82862201758
3359,222203.54414060875
10424,204771.35548069145
10226,225264.17421165752
9252,196307.88815935186
3008,249427.91035286576
5849,173451.04644386348
8494,167186.5477961806
6764,363512.49570809474
12445,301513.50252180407
11716,177933.3746752639
4508,112920.62064908806
5669,204081.38084508615
11427,113051.84373294663
11065,189297.37467308893
8910,214780.94607712014
16401,90011.59066261376
11913,147070.34864296057
6221,206450.93104291006
10839,194127.4863100075
2809,205111.95662690233
13311,163027.77507325532
6866,196498.09737913057
6019,171327.6410814203
3024,166025.38003888098
1391,226907.82077974
15904,184302.8174606788
15858,287912.8904112068
9911,255024.30599074776
